Title,Link,Salary,Description,Posted Date,Job Type
"senior accountant, 6 months contract - insurance",https://www.randstad.com.sg/jobs/senior-accountant-6-months-contract-insurance_singapore_44822183/,"S$72,000 - S$96,000 per year","About the companyOur client is a renowned leading global insurance company. This is a 6 months contract, with the possibility for conversion/extension, an additional headcount due to business expansion.  About the jobPrepare accurate and timely financial reports in accordance with company policies and IFRS standards.Assist in the preparation of regulatory reports, including submissions to the Monetary Authority of Singapore (MAS).Support the finance manage",posted 12 february 2025,permanent
senior hr executive (west / mnc),https://www.randstad.com.sg/jobs/senior-hr-executive-west-mnc_singapore_44822125/,"S$5,000 - S$6,200 per month","about the companyOur client is renowned MNC that supplies high-technology systems and solutions to customers engaged in the oil and gas industry.  about the jobThe ideal candidate will be responsible for managing a wide range of HR functions, including recruitment, employee relations, performance management, benefits administration, and compliance. This role requires strong interpersonal and communication skills, the ability to handle sensitive information",posted 12 february 2025,permanent
hr executive - manufacturing,https://www.randstad.com.sg/jobs/hr-executive-manufacturing_singapore_44822028/,"S$3,000 - S$3,500 per month","about the companyOur client, a well-established European company in the manufacturing sector, is hiring a Human Resources Executive to join their team in Singapore. about the jobReporting to the HR Manager, you will be responsible to: Oversee day-to-day HR operations to ensure smooth business functioning.Manage employee relations, addressing concerns and fostering a positive workplace culture.Implement and enforce HR policies and procedures to maintain com",posted 12 february 2025,permanent
broadcast engineer,https://www.randstad.com.sg/jobs/broadcast-engineer_singapore_44822025/,"S$6,000 - S$7,000 per month, bonus","* Overseas travelling opporutnities* MNC exposureabout the companyOur client is a leading Provider of sports event broadcasting services.  about the jobTo assist and report to Senior Engineer and Head Engineer to ensure smooth running of daily engineering operations.To assist in set up, configure, operate and maintain a wide variety of electrical and electronic equipment.To assist in troubleshoot equipment and able to communicate and report to the Engineer",posted 12 february 2025,permanent
hr administrator (6 months renewable contract),https://www.randstad.com.sg/jobs/hr-administrator-6-months-renewable-contract_singapore_44822021/,"S$4,000 - S$5,000 per month, bonus & benefits","about the companyOur client is an American Manufacturing MNC, currently recruiting for a HR Services Specialist (6 months renewable contract) to join their HR team. about the jobThis role will manage the HR operational activities for the Singapore office. The job scope includes but not limited to:Timely management of MOM work passes - renewal, application, cancellation etcManage HR queries in an accurate and timely manner, including but not limited to hiri",posted 12 february 2025,contract
apac talent acquisition coordinator (renewable contract),https://www.randstad.com.sg/jobs/apac-talent-acquisition-coordinator-renewable-contract_singapore_44821747/,"S$3,000 - S$4,000 per month, bonus & benefits","about the companyOur client is a Fortune 500 MNC with outstanding international reputation in its field and great emphasis on developing and investing their people. With presence across the globe, this well-recognised brand within their industry vertical offers a great working environment in their Singapore office as an APAC HQ. about the jobAs an APAC TA Coordinator, you will manage the end to end coordination of recruitment activities for countries withi",posted 12 february 2025,permanent
hr services specialist (1 year renewable contract),https://www.randstad.com.sg/jobs/hr-services-specialist-1-year-renewable-contract_singapore_44821745/,"S$3,000 - S$4,500 per month, bonus & benefits","About the company       Our client is a market leading FMCG MNC with operations across the globe. They are currently recruiting for a Regional HR Services Specialist to join the Regional HR Team. Candidates who are passionate about providing excellent HR services and keen to develop with the team are welcomed to apply. About the jobWorking in the Regional Human Resources team, this role will require you to liaise with Singapore and regional offices to admi",posted 12 february 2025,permanent
"senior investigate lead, apac, global ip enforcement",https://www.randstad.com.sg/jobs/senior-investigate-lead-apac-global-ip-enforcement_singapore_44821590/,,"Overview:We are seeking a highly skilled and experienced investigator to join our team, focusing on both online and offline investigations across the APAC region. The ideal candidate will have substantial experience collaborating with national and local law enforcement agencies, particularly in Southeast Asia, and will excel in navigating complex environments with multiple stakeholders at both local and national levels. This role demands an investigator wi",posted 12 february 2025,permanent
regional payroll & benefits manager,https://www.randstad.com.sg/jobs/regional-payroll-benefits-manager_singapore_44821579/,"S$7,000 - S$9,000 per month, bonus & benefits","about the companyOur client is a well established, innovative tech company looking for Regional Payroll & Benefits Manager. about the jobReporting to the Head of HR, this is an individual contributor role. Your job scope includes but is not limited to:- Lead payroll function in the company, in charge of end to end payroll processing and vendor management, ensuring accuracy and compliance within timeline- Manage benefits programs and processes such as polic",posted 12 february 2025,permanent
credit risk analyst (corporate banking),https://www.randstad.com.sg/jobs/credit-risk-analyst-corporate-banking_singapore_44821578/,,"about the companyAn esteemed Regional Bank with strong presence in the Asian market that offers corporate banking products such as Structured/ Project Finance and Syndications to its corporate clients. Their Credit Risk team has an approved headcount, looking for a Credit Risk Analyst.about the jobManaging credit risk for corporate loans and treasury productsEnhance credit risk policies, processes and frameworks, making it more robust  Assessing gradings a",posted 12 february 2025,permanent
"senior accountant, 6 months contract - insurance",https://www.randstad.com.sg/jobs/senior-accountant-6-months-contract-insurance_singapore_44821322/,"S$72,000 - S$96,000 per year","About the companyOur client is a renowned leading global insurance company. This is a 6 months contract, with the possibility for conversion/extension, an additional headcount due to business expansion.  About the jobPrepare accurate and timely financial reports in accordance with company policies and IFRS standards.Assist in the preparation of regulatory reports, including submissions to the Monetary Authority of Singapore (MAS).Support the finance manage",posted 12 february 2025,permanent
head of insurance product development,https://www.randstad.com.sg/jobs/head-of-insurance-product-development_singapore_44819139/,"S$160,000 - S$200,000 per year","about the companyAs a market leader with a strong regional presence, our company is committed to delivering innovative insurance solutions that meet the evolving needs of our diverse customer base. Backed by a culture of innovation, collaboration, and performance, we have experienced rapid growth and are well-positioned to expand further across multiple markets.  about the jobAs the Head of Insurance Product Development, you will play a pivotal role in cre",posted 11 february 2025,permanent
"assistant relationship manager, private bank",https://www.randstad.com.sg/jobs/assistant-relationship-manager-private-bank_singapore-river_44816850/,,"About The CompanyOur client is an established Private Bank with a global presence. As part of their expansion plans, we are looking for an experienced Assistant Relationship Manager to join the team!About The JobProcess client payment orders, executing securities, funds, bonds and other tradesTo liaise closely with various stakeholders to investigate and resolve any client enquiries or issuesAssist in account opening process and the maintenance of client d",posted 11 february 2025,permanent
tax accountant,https://www.randstad.com.sg/jobs/tax-accountant_singapore_44816837/,,"about the companyOur Client is a leading MNC with strong presence in the energy and shipping sector that they operate in and they are looking for a dedicated Tax Accountant to manage financial operations, ensuring compliance with tax regulations, financial accuracy, and streamlined reporting processes. about the jobReporting to the Regional Finance Manager, you will be responsible for managing the full set of accounts using an ERP system, ensuring accurate",posted 11 february 2025,permanent
finance transformation manager / senior manager,https://www.randstad.com.sg/jobs/finance-transformation-manager-senior-manager_singapore_44816344/,"S$9,000 - S$14,000 per month, AWS and variable bonus","about the companystrong branding in the market with a great corporate culture, this MNC has been growing in the last few years. Constantly innovating to improve the needs of their customers, they are currently looking for a strong Finance Transformation Senior Manager for their business.  about the roleIn this role, you will be leading the implementation of the SAP ERP system. You will be driving the implementation of the SAP system. You will be PMO lead f",posted 11 february 2025,permanent
facilities engineer (manufacturing / r&d),https://www.randstad.com.sg/jobs/facilities-engineer-manufacturing-rd_jurong-east_44816093/,"S$5,000 - S$7,500 per month, AWS, VB","about the companyour client is in the advanced manufacturing industry and are in a rapid expansion phase to drive innovation and growing demands for semiconductor components. We are looking for an experienced Facility Engineer to support the management of manufacturing and R&D facilities.about the joboversee building management and maintenance for pure water and bulk gas plant operations, and clean-room environment.ensure all facilities comply with perform",posted 11 february 2025,permanent
store manager (sportswear and lifestyle brand),https://www.randstad.com.sg/jobs/store-manager-sportswear-and-lifestyle-brand_singapore_44816046/,"S$6,500 - S$7,500 per month, Plus commissions","One of the most recognisable brands globally.   Store Manager position to oversee the brand’s upcoming concept store. Store Manager (Sports/Lifestyle brand)about the company Our client is a global sportswear and lifestyle brand. With concrete plans for the future, its objective is to develop new business opportunities and boost its presence in the market. It is looking to build a team of passionate change-drivers who will work closely with the management t",posted 11 february 2025,permanent
merchandise planner (6 months contract),https://www.randstad.com.sg/jobs/merchandise-planner-6-months-contract_singapore_44815990/,"S$5,000 - S$5,500 per month","One of the most recognisable brands globally.   A role to interpret financial sales data to make decisions and recommendations that impact the retail business.Regional Merchandise Planner (6 months contract)about the company Our client is a global sportswear and lifestyle brand. With concrete plans for the future, its objective is to develop new business opportunities and boost its presence in the market. It is looking to build a team of passionate change-",posted 11 february 2025,permanent
marketing & communications intern,https://www.randstad.com.sg/jobs/marketing-communications-intern_singapore_44815985/,,"Randstad is a global talent leader with the vision to be the world’s most equitable and specialised talent company. As a partner for talent, we provide clients with the high-quality, diverse and agile talent that they need to succeed. We help people secure meaningful roles, develop relevant skills and find purpose and belonging in their workplace. Through the value we create, we are committed to a better and more sustainable future.We are looking for a hig",posted 11 february 2025,temporary
"senior manager, actuary",https://www.randstad.com.sg/jobs/senior-manager-actuary_singapore_44815983/,,"About the companyA newly created role, with our client, a top-tier life insurance company, seeking an experienced actuary to support the Head of Department and guide the IFRS17 team.  About the jobYou will spearhead IFRS 17 implementation, optimize actuarial systems like Prophet and SAS, and deliver critical financial insights. In this role, you’ll drive strategic initiatives, oversee system enhancements, and provide expert guidance to stakeholders. With o",posted 11 february 2025,permanent
"avp / vp , it transformation planning",https://www.randstad.com.sg/jobs/avp-vp-it-transformation-planning_singapore_44815927/,,"About the roleIT Strategy & Portfolio Management: Define and manage the regional IT transformation portfolio, aligning with business priorities and tracking progress, value realization, and deliverables.Program Planning: Initiate and structure major IT transformation projects, including pre-study phases, stakeholder alignment, and resource planning.IT Delivery & Operating Models: Design and implement future-ready IT delivery and governance models, incorpor",posted 11 february 2025,permanent
"(executive) director, it transformation planning",https://www.randstad.com.sg/jobs/executive-director-it-transformation-planning_singapore_44815926/,,"About the roleIT Strategy & Portfolio Management: Define and manage the regional IT transformation portfolio, aligning with business priorities and tracking progress, value realization, and deliverables.Program Planning: Initiate and structure major IT transformation projects, including pre-study phases, stakeholder alignment, and resource planning.IT Delivery & Operating Models: Design and implement future-ready IT delivery and governance models, incorpor",posted 11 february 2025,permanent
senior financial analyst (luxury),https://www.randstad.com.sg/jobs/senior-financial-analyst-luxury_singapore_44809427/,"S$6,000 - S$8,000 per month","About the companyOur client is a consumer MNC and they are currently looking for a Senior FP&A Analyst to join them.   About the jobReporting to the Senior FP&A Manager, this position supports the Retail Finance operations across Asia, with a focus on regional consolidation, sales, discount, and margin forecasting, as well as reporting. The selected individual will manage monthly closings and quarterly outlooks, providing clear insights for senior leadersh",posted 10 february 2025,permanent
settlements analyst - international invoices processing,https://www.randstad.com.sg/jobs/settlements-analyst-international-invoices-processing_singapore_44809339/,,"about the companyMy client is a well-established O&G commodities trading company, they are looking for a Settlements Analyst to join the team, support settlements preparation and transactions to the team.  about the jobProcess incoming trading invoices, invoices payableVerify payable invoices data versus trading system entries and estimatesEnsure that payable invoices are sent for payment timelyIssue sales invoices per instructions from desk operators and",posted 10 february 2025,permanent
bond trader - 5+ years of related experience,https://www.randstad.com.sg/jobs/bond-trader-5-years-of-related-experience_singapore_44809212/,"S$8,000 - S$13,500 per month","about the companyMy client is one of the world’s largest banks, offering a comprehensive range of financial services, including corporate banking, trade finance etc. They are looking for a Bond Trader with Singapore government bonds experience to join their rank.about the jobTrade and manage the OCI bond portfolio with focus on Singapore government bondsPrepare of the monthly ALCO meetingsInvolve in daily funding management to ensure smooth treasury operat",posted 10 february 2025,permanent
key account manager (horeca / b2b),https://www.randstad.com.sg/jobs/key-account-manager-horeca-b2b_singapore_44808901/,,"Our client is a leading provider of hygiene and household products, dedicated to delivering high-quality solutions for both consumers and businesses. Specializing in professional hygiene solutions for the Away-From-Home sector, including the HoReCa (Hotel, Restaurant, and Catering) industry, they prioritize innovation, sustainability, and customer satisfaction. With a strong market presence, they continue to offer premium hygiene products that enhance clea",posted 10 february 2025,permanent
legal associate (asset finance),https://www.randstad.com.sg/jobs/legal-associate-asset-finance_singapore_44808699/,,"about the companyOur client is a reputable international firm with offices across EU, APAC and the Americas undergoing rapid expansion.about the jobYou will be a legal associate advising on and facilitating various financing transactions, aviation purchase and leaseback agreements and debt restructuring exercises. You will also be involved in general and structured financing matters.about the teamYou will be part working in tandem with the asset finance pa",posted 10 february 2025,permanent
it director / head of it global,https://www.randstad.com.sg/jobs/it-director-head-of-it-global_singapore_44808537/,,"Senior leadership role with a sizeable IT team Decision making for IT Strategy and roadmap About the companyOur Client is a fast growing multi million MNC.  With plan for investment in IT, they are now looking for a new  IT Director / VP, IT/ Head of IT, to manage the IT team and lead their IT Digital transformation within the group.About the jobYour responsibility involves:Providing thought leadership for the internal IT ( Software Development & Devops ,",posted 10 february 2025,permanent
general manager - luxury lifestyle/f&b,https://www.randstad.com.sg/jobs/general-manager-luxury-lifestylefb_singapore_44808525/,"S$9,000 - S$12,000 per month","about the companyOur client is a leading lifestyle F&B and hospitality brand in Singapore, renowned for delivering exceptional dining experiences. Their newest fusion concept restaurant blends innovation with top-tier service, offering a unique culinary and beverage experience.  about the jobOur client is seeking an experienced General Manager to oversee the operations of their fusion concept restaurant and bar. Reporting to the F&B Director, the General M",posted 10 february 2025,permanent
it crm manager oracle crm / oracle cx / salesforce,https://www.randstad.com.sg/jobs/it-crm-manager-oracle-crm-oracle-cx-salesforce_singapore_44808520/,,"Exposure to latest technology (Company undergoing cloud transformation)Leadership role (managing a team inhouse)About the companyOur client is the market leader in their industry.  As part of their plan to invest in technology, they are now hiring a new CRM Manager, IT – Asia to implement their CRM system and manage the inhouse CRM team. Your responsibilities include:Playing the role of a bridge between the business (sales and marketing) and external vendo",posted 10 february 2025,permanent
facilities operation executive(retail shopping mall),https://www.randstad.com.sg/jobs/facilities-operation-executiveretail-shopping-mall_singapore_44808415/,"S$4,000 - S$5,500 per month, +vb","about the companyOur client offers their customers access to connect with data communities through an extensive global network. As a prominent organization, they serve and support large companies.about the jobAssist with daily site operations, including the development and revision of site operating procedures.Perform preventive maintenance on all building equipmentManaging effective operations and maintenance of the retail mallWork on building management",posted 10 february 2025,permanent
senior network engineer,https://www.randstad.com.sg/jobs/senior-network-engineer_singapore_44808050/,"S$6,000 - S$7,000 per month","Pioneer teamGrowth OpportunitiesCCNA/CCNP preferredabout the companyMy client is seeking an experienced Senior Network Engineer to join their pioneering team. This role offers a unique opportunity to be part of a groundbreaking initiative, where you will play a key role in designing, implementing, and managing cutting-edge network infrastructure.  about the jobStrong expertise in IT network design, implementation, and troubleshooting.Proficiency with netwo",posted 10 february 2025,permanent
insurance specialist team manager,https://www.randstad.com.sg/jobs/insurance-specialist-team-manager_singapore_44807557/,,"about the companyReputable Global Bank about the jobLead and supervise a team of Offshore Insurance Specialists in referral making and cross-selling insurance products. Manage team's overall performance and quality to meet the business target.   about the manager/teamYou will be reporting to the Head of Offshore Insurance Specialist, working alongside a fellow Team Manager in charge of a team of Offshore Insurance Specialists.    skills and experience requ",posted 10 february 2025,permanent
regional finance director,https://www.randstad.com.sg/jobs/regional-finance-director_singapore_44807320/,"S$15,000 - S$17,000 per month","about the companyA leading US industrial equipment manufacturer, they are one of the global leaders that prides in delivering premium quality and reliability with long standing history. With Singapore as their SEA headquarters, they are now looking for a high calibre finance leader to lead their finance function as a Regional Finance Director.  about the jobReporting to the CFO, you will be managing a small finance team with oversight of the full spectrum",posted 10 february 2025,permanent
it executive,https://www.randstad.com.sg/jobs/it-executive_singapore_44806861/,"S$4,000 - S$5,000 per month","Travelling required : Malaysia, Thailand & Europe (once a year)100+ users across SEA regionsNewly created role about the companyMy client is currently seeking an IT Executive capable of providing comprehensive IT support and managing incidents and requests for end users and infrastructure topics. This role is pivotal in ensuring the seamless operation of end user devices, IT systems, and networks. about the jobProvide IT support and manage incidents and re",posted 9 february 2025,permanent
business development manager -apac-legal firm,https://www.randstad.com.sg/jobs/business-development-manager-apaclegal-firm_singapore_44806609/,"S$12,000 - S$16,000 per month","About the company I am representing one of the leading Global law firms and a highly respected leader in litigation, regulatory, transactional, and advisory services, with a strong presence across the U.S., Europe, the Middle East, and Asia. It is known for its deep industry expertise in financial services, life sciences, energy, media, and transportation, offering professionals the opportunity to work with top-tier clients in a dynamic and collaborative e",posted 9 february 2025,permanent
key account manager - digital advertising,https://www.randstad.com.sg/jobs/key-account-manager-digital-advertising_singapore_44806601/,"S$8,000 - S$13,000 per month",About the role My client is seeking a highly experienced and results-driven Key Account Manager with a strong background in Advertising Technology sales. The ideal candidate will have a minimum of 6 years of experience working with online ad platforms and managing relationships with high-potential digital marketing agencies. This role requires a deep understanding of performance marketing and the ability to sell complex advertising solutions to sophisticat,posted 9 february 2025,permanent
regional sales director - technology testing & measurement,https://www.randstad.com.sg/jobs/regional-sales-director-technology-testing-measurement_singapore_44806600/,"S$250,000 - S$350,000 per year","About the company Our client is a global leader in delivering advanced technology solutions to industries such as telecommunications, aerospace, automotive, and manufacturing.As part of their succession planning, they are seeking an experienced and dynamic Regional Sales Director  to drive their sales strategy at an organizational level across the SEA region. This role requires a leader with a proven ability to manage large-scale, complex deals while drivi",posted 9 february 2025,permanent
senior sales manager- saas solutions -fsi,https://www.randstad.com.sg/jobs/senior-sales-manager-saas-solutions-fsi_singapore_44806599/,"S$12,000 - S$17,000 per month","About my client We are partnering with a leading technology company specializing in cutting-edge automation solutions to identify a Senior Sales Manager for their growing Financial Services Industry (FSI) business in Southeast Asia. This role is ideal for a results-driven sales professional with a hunter mindset and a proven ability to win new clients. The successful candidate will drive new business development efforts, build strategic relationships, and",posted 9 february 2025,permanent
greenhouse gases (ghg) verification lead (scope 1 emission),https://www.randstad.com.sg/jobs/greenhouse-gases-ghg-verification-lead-scope-1-emission_singapore_44806194/,"S$7,000 - S$11,000 per month, +vb","about the company Our client is a local setup in providing certification, inspection, and test services for companies across sectors. With an extensive network across ASEAN, this company now has exciting opportunities for a Carbon & Energy Auditor to join their team. What you will be here forConduct energy audits and carbon emission verification in accordance with the requirements of the project, certification body & accreditation body.Assigned to conduct",posted 8 february 2025,permanent
consolidations accountant/manager (fmcg),https://www.randstad.com.sg/jobs/consolidations-accountantmanager-fmcg_singapore_44805276/,"S$6,000 - S$8,000 per month","About the companyOur client is a well established FMCG MNC and they are now looking for a Consolidations Accountant/Manager to join them. About the jobWe are seeking a hands-on and detail-oriented Consolidations Accountant/Manager to manage the financial consolidation process across multiple entities. This role requires expertise in financial reporting, intercompany eliminations, and preparing group-level financial reports, all while ensuring compliance wi",posted 8 february 2025,permanent
a1/subcon quantity surveyor(project/tender/m&e)x4,https://www.randstad.com.sg/jobs/a1subcon-quantity-surveyorprojecttendermex4_singapore_44804710/,"S$4,500 - S$7,000 per month, +AWS+VB","about the companyOur client is a leading contractor with over 50 years of history in Singapore. Their projects are mainly condominiums, HDB, industrial, data centre and school institutions. Currently they are looking for Senior/ Quantity Surveyor to be based in HQ. This role is 5-day work/week and office location is at changi. about the jobUnderstand tender requirementsExercise collaborative plan and define extend of worksTimely management of tender activi",posted 7 february 2025,permanent
associate engineer(pick & place/turret machine alignment)x3,https://www.randstad.com.sg/jobs/associate-engineerpick-placeturret-machine-alignmentx3_singapore_44804575/,"S$2,800 - S$3,800 per month, +VB+AWS","about the company Our client is a leading semiconductor equipment manufacturer with an outstanding international reputation in its field and a great emphasis on training & development. With more than 20 years history, this is a great brand to join at an exicting time in their development. about the jobPerforms the set-up, calibration, testing and troubleshooting of equipmentResponsible for Calibration and Repair of electronic boxesSetting up of tape & reel",posted 7 february 2025,permanent
"credit risk analyst, corporate banking (european bank)",https://www.randstad.com.sg/jobs/credit-risk-analyst-corporate-banking-european-bank_singapore_44804037/,,about the companyA stable and sizeable mid-sized European bank with a global presence that offers corporate banking and structured financing solutions to its corporate clients. The bank has an approved headcount in its Credit Risk department.about the jobConduct credit risk monitoring on corporate banking portfolios.Review credit applications prepared by the coverage bankers to ensure that all risks have been mitigated and aligned with credit policies of t,posted 7 february 2025,permanent
corporate banking arm (china market),https://www.randstad.com.sg/jobs/corporate-banking-arm-china-market_singapore_44803827/,,"about the companyAn established Asian bank with strong presence in Singapore and Asia Pacific, has an approved headcount for an Assistant Relationship Manager (ARM) for corporate banking clients - China Market.about the jobAssisting Relationship Managers daily activities, servicing client’s business needs and managing corporate client accountsPromptly resolving client queries/ issues, account onboarding, document requestsHandling KYC/AML mattersMarket and",posted 7 february 2025,permanent
"assistant relationship manager, corporate banking (syndication)",https://www.randstad.com.sg/jobs/assistant-relationship-manager-corporate-banking-syndication_singapore_44803795/,,"about the companyOur client is an established regional bank, with a strong client network in Singapore and Asia Pacific. They have an approved headcount for an Assistant Relationship Manager (ARM) for its Corporate Banking team.about the jobWorking closely Relationship Managers to support business development to bring in new clients, maintaining and serving current clients business needs with relevant corporate banking productsPrepare credit applications a",posted 7 february 2025,permanent
"loan syndication associate, corporate banking (regional bank)",https://www.randstad.com.sg/jobs/loan-syndication-associate-corporate-banking-regional-bank_singapore_44803783/,,"about the companyAn esteemed Regional Bank with strong presence in the Asian market that offers corporate banking products such as Structured/ Project Finance and Syndications to its corporate clients. The Syndications team has an approved expansion headcount, looking for a Syndications Associate.about the jobProvide support to the team by building and maintaining relationships and performing industry research to keep up with the market trendsPrepare credi",posted 7 february 2025,permanent
financial reporting manager (open to big4 sm),https://www.randstad.com.sg/jobs/financial-reporting-manager-open-to-big4-sm_singapore_44803289/,"S$10,000 - S$12,000 per month","About the CompanyOur client is a well-established consumer firm with a strong presence across the Asia region. They are currently seeking a Financial Reporting Manager to join their growing team. About the JobReporting to the Head of Financial Reporting, this role involves leading the preparation of quarterly and annual group reports and financial statements in compliance with US GAAP and US SEC requirements. You will collaborate closely with auditors, leg",posted 7 february 2025,permanent
regional training manager - luxury fashion,https://www.randstad.com.sg/jobs/regional-training-manager-luxury-fashion_singapore_44801614/,"S$7,500 - S$9,000 per month, variable bonus","about the companyOur client is a luxury brand that was founded in the 1900s, widely known for their timeless fashion designs, classic leather goods and accessories. To date, they have become one of the leading names in the luxury industry and are now seeking a talented Regional Training Manager for the team. This is a permanent role based in their Singapore office.   about the jobReporting to the General Manager, you will be responsible for all retail trai",posted 7 february 2025,permanent
ta & employer branding specialist - manufacturing (west),https://www.randstad.com.sg/jobs/ta-employer-branding-specialist-manufacturing-west_singapore_44800715/,"S$5,000 - S$7,000 per month","about the companyOur client is a growing player in the manufacturing industry located in West Singapore. As part of their expansion, they are looking to recruit a pioneer TA & Employer Branding Specialist to support recruitment efforts.  about the jobReporting to the HR Manager, this is a new role within the HR team. You will be responsible to:Develop and implement recruitment strategies to attract top talent.Manage the full recruitment cycle, from job pos",posted 7 february 2025,permanent
aml compliance manager,https://www.randstad.com.sg/jobs/aml-compliance-manager_singapore_44800708/,,"about the companyOur client is a Bank seeking an experienced AML Compliance Manager to join their dynamic and diversified team. about the jobYou will be a key member of the Compliance team, with a scope of duties including:Support the MLRO in developing, implementing, and maintaining an effective AML program that aligns with regulatory requirements and industry best practicesMonitor and analyze transactions and customer activities to identify and investiga",posted 7 february 2025,permanent
regulatory compliance,https://www.randstad.com.sg/jobs/regulatory-compliance_singapore_44800707/,,about the companyOur client is a Wholesale Bank looking to recruit an experienced Regulatory Compliance officer.  about the jobSupport the businesses on all regulatory matters to ensure compliance with all MAS requirementsPerform gap analysis and interpretation on new and updated regulations and highlight any material impact to the businessWork closely with management and all internal stakeholders on compliance requirementsMaintain relationships with local,posted 7 february 2025,permanent
"internal audit lead (apac, manufacturing)",https://www.randstad.com.sg/jobs/internal-audit-lead-apac-manufacturing_singapore_44800311/,"S$100,000 - S$150,000 per year","about the companyOur client has a rich history and a strong foothold globally, being a leading corporation in the testing industry.about the jobWith the regional hub shifting to be based here in Singapore, this is a newly created and individual contributing Internal Audit role supporting the APAC market, reporting into the General Manager.You will be responsible for running the Internal Audit function for all APAC subsidiaries - ensuring completion of audi",posted 7 february 2025,permanent
management reporting analyst (open to big4 auditors),https://www.randstad.com.sg/jobs/management-reporting-analyst-open-to-big4-auditors_singapore_44799940/,"S$5,000 - S$7,000 per month","About the CompanyOur client is a well established consumer technology firm with a strong presence across the Asia region. Currently, they are in search of a Regional Management Reporting Analyst to join their team. About the JobReporting to the Finance Manager, you will collaborate with finance teams in various countries to ensure precise month-end closing and uphold data accuracy within systems. Perform comprehensive analyses of financial performance and",posted 7 february 2025,permanent
shipping lead / shipping supervisor (semiconductor),https://www.randstad.com.sg/jobs/shipping-lead-shipping-supervisor-semiconductor_singapore_44799497/,"S$4,000 - S$5,500 per month, AWS + VB","about the companyOur client is a leading provider of semiconductor and electronics assembly solutions. They are looking for a Shipping Lead to manage the shipping department and support shipment operations.about the jobOversee shipping department operations, set priorities, and manage workloads to ensure timely fulfillment of customer and internal orders. Enforce company policies and maintain a safe working environment.Ensure shipping procedures, documenta",posted 7 february 2025,permanent
production/material planner (semiconductor),https://www.randstad.com.sg/jobs/productionmaterial-planner-semiconductor_singapore_44799438/,"S$3,500 - S$5,000 per month, AWS + VB","about the companyOur client is a leading provider of semiconductor and electronics assembly solutions. They are growing and currently looking to hire two production planners.about the jobOversee weekly (or daily, as needed) shipment and manufacturing schedules, coordinating with Production, Operations Engineering, Purchasing, Logistics, Customer Operations, and Marketing.Manage production capacity balancing and optimization.Plan, schedule, and track machin",posted 7 february 2025,permanent
actuarial manager - rbc2 valuation,https://www.randstad.com.sg/jobs/actuarial-manager-rbc2-valuation_singapore_44799420/,,"About the companyOur client, a leading life insurance company, is seeking to add an Actuarial Manager - RBC2 Valuation to their team. This new role is created to provide additional resources and support their growing actuarial function.About the jobYou will focus on supporting the company's RBC2 valuation efforts, ensuring the accuracy and integrity of valuation reports.Create a meaningful impact through your expertise in RBC2 reporting, as well as enhanci",posted 7 february 2025,permanent
internal audit senior manager (fmcg),https://www.randstad.com.sg/jobs/internal-audit-senior-manager-fmcg_singapore_44799408/,"S$8,000 - S$10,000 per month","About the companyOur client, a leading multinational corporation in the FMCG sector, is looking for a Senior Internal Audit Manager to join their team. About the jobThe Audit Lead will be responsible for developing and executing a comprehensive, risk-based internal audit plan for audits across Singapore, Southeast Asia, and Group Assurance projects, with potential support for Technology audits. This role involves leading a team, overseeing the completion o",posted 7 february 2025,permanent
pricing actuary (life insurance),https://www.randstad.com.sg/jobs/pricing-actuary-life-insurance_singapore_44799223/,,"About the companyOur client, a leading life insurance company, is looking for a Pricing Actuary Manager to join their dynamic team and drive innovative solutions in pricing, product development, and risk evaluation. About the jobOversee the pricing strategy for life insurance products, ensuring competitiveness and profitability.Collaborate with senior leadership to develop and refine pricing models, underwriting assumptions, and risk management strategies.",posted 7 february 2025,permanent
ehs engineer | semicon mfg (japanese mnc),https://www.randstad.com.sg/jobs/ehs-engineer-semicon-mfg-japanese-mnc_singapore_44799222/,"S$5,000 - S$7,000 per month, AWS, VB, Company Transport","Company Overview:Our client is a leading player in advanced manufacturing, specializing in high-performance materials and cutting-edge technologies. They are committed to sustainability, safety, and operational excellence, ensuring compliance with global environmental and safety regulations. Job Responsibilities:Environmental Strategy & ComplianceSupport and execute EHS strategies aligning with business goals.Ensure compliance with corporate directives and",posted 7 february 2025,permanent
lead or staff software engineer python & java,https://www.randstad.com.sg/jobs/lead-or-staff-software-engineer-python-java_singapore_44799018/,,"Autonomy to make key decision for software engineering Engagement with senior business stakeholdersAbout the companyOur Client is one of the most established companies within their industry. They have a well-established presence of more than 15 years with a global footprint of more than 5 countries. With aggressive plan in investing in IT, they are now looking hire their Lead Software Engineer / Software Engineering Lead - Java. NodeJS & Python to be based",posted 7 february 2025,permanent
commercial distribution manager (agency),https://www.randstad.com.sg/jobs/commercial-distribution-manager-agency_singapore_44795225/,"S$9,000 - S$12,000 per month, Bonus + Benefits","about the companyOur client, one of the fastest growing general insurance companies with strong P&L.about the jobThe commercial distribution team will be responsible for the growth of commercial businesses across multiple channels including Financial Advisors and Agency. As an Agency Manager, you will be expected to provide holistic and bespoke insurance solutions for its commercial customers, managing a team and delivering service excellence service to cu",posted 6 february 2025,permanent
